file	status	slides	text_chars	sample
D:\Project\Project-On\CANTIQUE D'ADORATION\Ecoute ô Ciel (2).ppt	OK	12	1726	116. ECOUTE O CIEL ( D ) * Ecoute ô Ciel ! Et tout ce que tu as. Combien Jésus Christ Est riche en bonté. Et toi terre des hommes et Bétails des champs O louez-Le car IL est bon. | Combien Il est bon ! (x3) Mon Seigneur,
D:\Project\Project-On\CANTIQUE D'ADORATION\Ecoute o ciel.ppt	OK	12	1726	116. ECOUTE O CIEL ( D ) * Ecoute ô Ciel ! Et tout ce que tu as. Combien Jésus Christ Est riche en bonté. Et toi terre des hommes et Bétails des champs O louez-Le car IL est bon. | Combien Il est bon ! (x3) Mon Seigneur,
D:\Project\Project-On\CANTIQUE D'ADORATION\Ecoutez le Maître de la moisson.ppt	OK	8	1217	455.ECOUTEZ LE MAITRE DE LA MOISSON ( G ) * Ecoutez le Maître de la moisson: Qui travaillera pour moi aujourd’hui ? Qui m’amènera ceux qui sont perdus? Qui leur montrera l’étroite voie ? | Seigneur parle, Seigneur parle,
D:\Project\Project-On\CANTIQUE D'ADORATION\Emmanuel.ppt	OK	2	193	219. EMMANUEL ( C ) Emmanuel, Emmanuel Emmanuel, Emmanuel Et il s’appelle, et Il s’appelle Emmanuel | Dieu avec nous, Dieu avec nous C’est le Seigneur Et Il s’appelle et Il s’appelle Emmanuel.
D:\Project\Project-On\CANTIQUE D'ADORATION\En avant soldats chrétiens.ppt	OK	10	1721	316.EN AVANT SOLDATS CHRETIENS ( Eb ) * En avant, soldats chrétiens Marchant comme à la guerre Avec la croix de Jésus Allons tous en avant Christ, le Maître royal, Mène contre l’ennemi Tout droit dans la bataille, Regard
D:\Project\Project-On\CANTIQUE D'ADORATION\En des tels moments.ppt	OK	2	314	317.EN DES TELS MOMENTS. ( E ) * En des tels moments S’éveille un chant S’éveille un chant D’amour pour Jésus En des tels moments Se lèvent mes mains Se lèvent vers Dieu mes mains. | Chœur Chantant je T’aime Seigneur Cha
D:\Project\Project-On\CANTIQUE D'ADORATION\EN JESUS JE VIS PAR LA FOI cantique.ppt	OK	5	800	Vivant par la foi Aujourd’hui je ne me soucie du lendemain, Qu’il y ait l’ombre, pluie ou soleil. Je sais, le Seigneur règne sur toute chose, Et toutes mes inquiétudes sont vaines. | Chœur En Jésus Christ, je vis par la 
D:\Project\Project-On\CANTIQUE D'ADORATION\Enchaîné par un lourd fardeau.ppt	OK	4	597	318.ENCHAINE PAR UN LOURD FARDEAU. ( E ) * Enchaîné par un lourd fardeau Coupable de honte, j’étais Alors la main de Jésus m’a touché Et maintenant je ne suis plus le même. | Il m’a touché; oh ! Il m’a touché Et la joie 
D:\Project\Project-On\CANTIQUE D'ADORATION\Entre tes mains j'abandonne.ppt	OK	4	877	21. ENTRE TES MAINS J’ABANDONNE ( D ) * Entre tes mains j’abandonne Tout ce que j’appelle mien. Oh ! Ne permets à personne, Seigneur d’en reprendre rien ! Oui, prends tout, seigneur ! (Bis.) Entre tes mains j’abandonne T
D:\Project\Project-On\CANTIQUE D'ADORATION\Epayi n'Ekulusu.ppt	OK	4	638	319.EPAYI N’EKULUSU ( C ) * Epayi n’Ekulusu bolingo na nzambe Mpasi na Ye mpe ngolu emonani na nse Ngai moto na masumu nalingi Yo o Yesu Na tomboli maboko, na ngumbameli Yo | * Nayokaki mongongo na Yo Mobikisi Epayi n’Ek
D:\Project\Project-On\CANTIQUE D'ADORATION\ESENGO KOTAMBOLA NA YE.ppt	OK	10	1380	Esengo kotambola na ye Esengo kotambola ne Ye (x2) Azali kokamba ngai, na mobembo awa nse Esengo kotambola na Ye. Alléluia ! Nkembo na Yesu(x2) Ye asikolaki ngai, mpo na makila na Ye Alleluia! Nkembo na Yesu. | Alleluia!
D:\Project\Project-On\CANTIQUE D'ADORATION\Es-tu lassé, rempli de tristesse.ppt	OK	8	1218	22. ES-TU LASSE, REMPLI DE TRISTESSE ( F ) * Es- tu lassé, rempli de tristesse ? Dis tout à Jésus! Dis tout à Jésus! Son Cœur est ouvert à ta voix sans cesse. Oh ! Dis tout à Jésus ! | Dis tout à Jésus ! Oh! Dis -Lui tou
D:\Project\Project-On\CANTIQUE D'ADORATION\Es-tu lavé dans le sang de l'Agneau.ppt	OK	8	1327	124a. ES-TU LAVE DANS LE SANG ? ( Ab) * As-tu rencontré Jésus qui purifie ? Es-tu lavé dans le Sang de l’Agneau? As-tu pleinement confiance En sa grâce maintenant ? Es-tu lavé dans le Sang de l’Agneau? | Es-tu lavé dans 
D:\Project\Project-On\CANTIQUE D'ADORATION\Etre comme Jésus.ppt	OK	6	897	239. ETRE COMME JESUS TOUT AU LONG DU VOYAGE ( Ab ) Etre comme Jésus, Etre comme Jésus, Tout au long du voyage de ma vie ; De la terre à la Gloire, Je demande seulement à être comme Lui. | Vivre comme Jésus, Vivre comme 
D:\Project\Project-On\CANTIQUE D'ADORATION\Garde-moi dans le saint des saints.ppt	OK	1	201	460.GARDE-MOI DANS LE SAINT DES SAINTS ( Am ) * Garde-moi, dans le saint de Saint ! Garde moi dans le sang de l’Agneau Garde-moi, dans le saint de Saint ! Que mon âme Trouve en Toi le repos
D:\Project\Project-On\CANTIQUE D'ADORATION\Gloire à Son alléluia.ppt	OK	1	177	279.GLORIFIE TON NOM ( D ) Jésus nous t’aimons Nous te louons Et nous t’adorons Glorifie Ton Nom, sur la terre Glorifie Ton Nom, Glorifie Ton Nom Glorifie Ton Nom sur la terre.
D:\Project\Project-On\CANTIQUE D'ADORATION\Glorifie ton nom.ppt	OK	1	177	279.GLORIFIE TON NOM ( D ) Jésus nous t’aimons Nous te louons Et nous t’adorons Glorifie Ton Nom, sur la terre Glorifie Ton Nom, Glorifie Ton Nom Glorifie Ton Nom sur la terre.
D:\Project\Project-On\CANTIQUE D'ADORATION\Grâce étonnante.ppt	OK	5	513	23. GRACE ETONNANTE ( G ) Grâce étonnante, Oh quel doux son Me sauva malheureux J’étais perdu, je suis retrouvé Aveugle, maintenant je vois | Cette grâce m’a enseigné la crainte Elle ôta mes frayeurs Combien précieuse pa
D:\Project\Project-On\CANTIQUE D'ADORATION\Grande fontaine.ppt	OK	13	1880	LA GRANDE FONTAINE D’AMOUR A/C: Fr emile kazi | Chœur : O la grande La grande fontaine d’amour La grande La grande fontaine d’amour C’est le Seigneur Jésus-Christ | Quand Lucifer pécha Cela ne dit mot à Dieu Mais quand A
D:\Project\Project-On\CANTIQUE D'ADORATION\Henoch a marché avec toi Seigneur.ppt	OK	6	1003	321.HENOCH A MARCHE ( G ) * Hénoch a marché avec Toi Seigneur Pendant 300 ans avec une Vraie foi / Il a trouvé grâce à Tes yeux Seigneur Il fut enlevé sans passer par la mort; / Ainsi moi aussi, je viens mon Seigneur Et 
D:\Project\Project-On\CANTIQUE D'ADORATION\Hier aujourd'hui et pour toujours.ppt	OK	10	1909	24. HIER, AUJOURD’HUI ET POUR TOUJOURS ( Bb ) * Oh qu’il est doux le message glorieux La foi proclame Hier, aujourd’hui pour toujours Jésus reste le même Il sauve encore le pécheur Et guérit les malades Il console et cal
D:\Project\Project-On\CANTIQUE D'ADORATION\Hosanna.ppt	OK	14	1707	126. HOSANNA ( F# ) * Glorifions le Seigneur ensemble, Car Il est digne de louange Glorifions le Seigneur ensemble, Car Il est digne de louange. | Hosanna! Béni soi le Roc, Béni soi le Rocher de mon salut ! Hosanna! Béni
D:\Project\Project-On\CANTIQUE D'ADORATION\I KNOW IT WAS THE BLOOD.ppt	OK	1	186	I KNOW IT WAS THE BLOOD I know it was the Blood, I know it Was the Blood, I know it was the Blood for me; One day when I Was lost, He died upon the cross; I Know it was the Blood for me.
D:\Project\Project-On\CANTIQUE D'ADORATION\Il demeure.ppt	OK	8	1416	128. JE ME REJOUIS NUIT ET JOUR ( Ab ) * Je me réjouis nuit et jour, Comme je marche en pèlerin, Car dans toute ma vie je vois la main de Dieu, Oui le secret de ma joie : La raison de tout cela ; Le consolateur demeure e
D:\Project\Project-On\CANTIQUE D'ADORATION\Il est toute chose.ppt	OK	1	208	220. IL EST TOUTE CHOSE ( Ab ) Il est toute chose, Il est toute chose pour moi Il est toute chose, Il est toute chose pour moi Car il est mon père, ma mère, ma sœur et mon frère, Il est toute chose pour moi.
D:\Project\Project-On\CANTIQUE D'ADORATION\il est un espoir.ppt	OK	8	1042	25. IL EST UN ESPOIR ( F ) * Il est un espoir, qui toujours soulage Les cœurs fatigués et lassés du chemin Il est un repos au bout de voyage ! A toutes nos luttes, il est une fin | C’est la cité du ciel, Le bonheur étern
D:\Project\Project-On\CANTIQUE D'ADORATION\Il m'a retiré du fond du péché.ppt	OK	1	171	325.IL M’A RETIRE DU FOND DU PECHE ( C ) * Il m’a retiré du fond du péché Je suis scellé pour l’Eternité Son Précieux Sang m’a racheté Il est mon Epoux et mon Rédempteur.
D:\Project\Project-On\CANTIQUE D'ADORATION\Il m'a sauvé, béni soit son nom.ppt	OK	2	398	IL M’A SAUVE BENI SOIT SON NOM 1. Il m’a sauvé (il m’a sauvé) béni soit son nom (x3) (Mon Sauveur) soit loué à perpétuité 2. Je le suivrai (Je le suivrai) toujours avec joie (x3) (Mon Sauveur) soit loué à perpétuité | 3.
D:\Project\Project-On\CANTIQUE D'ADORATION\Il m'a sorti.ppt	OK	8	1294	129. IL M’A SORTI ( Eb) Mon cœur angoissé sous l’œil sévère de Dieu, Dans la fosse où mes péchés m’avaient plongé; De la boue profonde, j’ai crié au Seigneur ! Qui tendrement m’emmena au jour doré. | Il m’a sorti de la b
D:\Project\Project-On\CANTIQUE D'ADORATION\Il nya personne comme Jésus.ppt	OK	1	165	Il n y a personne comme Jésus Il n y a personne, personne comme Jésus (x2) Qui mourut pour moi, libérant mon âme de l’enfer Il n y a personne, personne comme Jésus
D:\Project\Project-On\CANTIQUE D'ADORATION\Il prend soin de toi.ppt	OK	1	140	461.IL PREND SOIN DE TOI ( G ) * Il prend soin de toi Il prend soin de toi, Pendant le jour ou la nuit, Il prend soin de toi.
D:\Project\Project-On\CANTIQUE D'ADORATION\Il ruisselle de sang.ppt	OK	8	1580	480.IL RUISSELLE DE SANG ( F ) * Le premier à mourir Pour le plan de l’Esprit, Fut Jean le Baptiste, Mais il mourut en homme, Puis le Seigneur Jésus, Ils L’ont crucifié, Il prêcha que l’Esprit Sauverait le pécheur. | Il 
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a force dans le sang.ppt	OK	6	929	130. IL Y A FORCE DANS LE SANG ( Bb ) Veux-tu briser tes fardeaux de péché? La force est dans le sang, (x2) Veux-tu avoir la victoire sur le mal ? La force merveilleuse est dans le Sang. | Il y a force, force, merveilleu
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a quelqu'un qui m'a aimé.ppt	OK	4	473	327.IL Y A QUELQU’UN QUI M’A AIME ( G ) * Il y a quelqu’un qui m’a aimé, Il y a quelqu’un qui aime, Il y a quelqu’un qui m’a aimé, C’est Jésus. | * Il y a quelqu’un qui m’a sauvé, Il y a quelqu’un qui sauve, Il y a quelq
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a un  nom que j'aime entendre.ppt	OK	8	953	72. IL Y A UN NOM QUE J’AIME ENTENDRE ( D ) * Il y’a un nom que j’aime entendre, J’aime chanter Ses mérites; C’est une musique à mes oreilles, Le plus doux Nom sur terre. | Oh! combien j’aime Jésus! Oh! combien j’aime Jé
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a un jour qui vient.ppt	OK	4	876	26. IL Y A UN JOUR QUI VIENT ( Ab ) * Il y a un jour qui vient Où les maux ne seront plus, Ni les nuages dans le ciel, Plus de larmes à jamais; Tout est paix pour toujours, Sur l’autre rive pavée d’or, O quel jour, glori
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a un pays au delà des étoiles.ppt	OK	10	1826	119. IL Y A UN PAYS AU DELA DES ETOILES. ( Ab ) * Il y a un pays au delà des étoiles, Il y a une cité où il n’y a point de nuit; Si nous sommes fidèles, nous irons là bientôt, C’est la Cité où l’Agneau est la lumière. | 
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a une fontaine remplie de sang.ppt	OK	5	641	IL Y A UNE FONTAINE ( C ) Il y a une fontaine remplie de sang Tiré des veines d’Emmanuel Les pécheurs plongés dans ce flot Perdent toutes leurs souillures | Le voleur mourant s’est réjoui De voir cette fontaine Et là aus
D:\Project\Project-On\CANTIQUE D'ADORATION\Il y a une fontaine.ppt	OK	5	652	25a. IL Y A UNE FONTAINE ( C ) Il y a une fontaine remplie du sang Tiré des veines d’Emmanuel Les pécheurs plongés dans ce flot Perdent toutes leurs souillures] (x3) | Le voleur mourant s’est réjoui De voir cette fontain
D:\Project\Project-On\CANTIQUE D'ADORATION\Ils viennent de l'Est et l'ouest.ppt	OK	8	1924	131. ILS VIENNENT DE L’EST ( Eb ) * Ils viennent de l’Est et d’ Ouest Ils viennent des lointains pays A la fête du Roi, manger à sa table; Oh, quels pèlerins bénis Contemplant son Saint visage Brillant d’éclats divins Pa
D:\Project\Project-On\CANTIQUE D'ADORATION\It's the anointing.ppt	OK	2	406	97a. IT’S THE ANOINTING It’s the anointing that makes the difference, Once you know that You’ll never be the same You can’t live without that Once it’s resting upon you, It will teach you how to walk In Jesus’s Name. | Y
D:\Project\Project-On\CANTIQUE D'ADORATION\J'abandonne tout.ppt	OK	10	1053	27. J’ABANDONNE TOUT ( D ) * Tout à Jésus j’abandonne, Je lui donne tout librement; Et je me confierai en Lui Je vivrai dans sa présence | J’abandonne tout J’abandonne tout Tout à Lui, mon Sauveur béni, J’abandonne tout 
D:\Project\Project-On\CANTIQUE D'ADORATION\Jadis des jeunes filles puisaient.ppt	OK	8	2294	329.JADIS DES JEUNES FILLES PUISAIENT ( F ) * Jadis des jeunes filles puisaient De l’eau vers le soir, dit-on. Isaac envoya Eliezer pour intercepter Rebecca Et lui dire: « Vois ces précieuses perles, C’est mon Maître qui
D:\Project\Project-On\CANTIQUE D'ADORATION\Jadis mon âme était loin du chemin du ciel.ppt	OK	6	1082	465.JADIS MON AME ( C ) * Jadis mon âme était loin du chemin du ciel Elle était toute vile et misérable, Mais paix, joie et amour, mon Sauveur m’a donné, quand Il tendit Sa main vers moi, vers moi. | Quand Il tendit Sa m
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai appris une vieille histoire.ppt	OK	8	1705	466.J’AI APPRIS UNE VIELLE HISTOIRE ( G ) * J’ai appris une vielle histoire, Comment vint de gloire un Sauveur, qui donna Sa vie là au Calvaire Pour mon salut, moi vil, Comment Il avait gémi, Comment Son précieux Sang ex
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai de la joie dans mon coeur.ppt	OK	1	276	330.J’AI DE LA JOIE DANS MON CŒUR (F) J’ai la joie dans mon cœur Quand on me dit: « Allons, à la maison de l’Eternel» Voici le jour qu’il a fait pour moi Je me réjouis, Il est toute ma vie Il est mon Bonheur, Il est mon 
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai envie d'y aller.ppt	OK	8	940	132. J’AI ENVIE D’Y ALLER ( G ) * Ma demeure céleste est splendide, J’ai envie d’y aller; Ni mort, ni peine n’y entreront, J’ai envie d’y aller. | Oui, j’ai envie d’y aller, J’ai envie d’y aller; Ma demeure céleste est s
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai longtemps erré.ppt	OK	5	1489	28. J’AI LONGTEMPS ERRE SANS GUIDE ( Em ) * J’ai longtemps erré sans guide, Altéré de vrai bonheur. Mais, hélas ! Mon cœur avide Ne trouvait que la douleur Où sera la main puissante Qui pourra, par son effort, M’arrêter 
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai résolu de ne plus chercher.ppt	OK	6	669	1. J’ai résolu de ne plus chercher les vanités de ce monde Car vivre avec Jésus me procure une joie plus grande et profonde. | J’ai décidé de donner ma vie à Jésus-Christ/ Conduis-moi, désormais dans cette nouvelle vie. 
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai saisi ma harpe.ppt	OK	2	395	333.J’AI SAISI MA HARPE. ( Eb ) * J’ai saisi ma harpe Pour chanter mon Dieu, Chanter Sa victoire. Jusque dans les cieux, La tristesse n’est plus, La joie est revenue; J’ai une maison là-haut, Dans les cieux, tout près de
D:\Project\Project-On\CANTIQUE D'ADORATION\j'ai soif de ta présence.ppt	OK	8	815	29. J’AI SOIF DE TA PRESENCE ( G ) * J’ai soif de Ta présence Divin chef de ma foi Dans ma faiblesse immense Que ferais-je sans Toi ? | Chaque jour, à chaque heure Oh! J’ai besoin de Toi Viens Jésus et demeure auprès de 
D:\Project\Project-On\CANTIQUE D'ADORATION\J'ai vraiment connu une belle vie.ppt	OK	4	815	557.J’AI VRAIMENT CONNU UNE BELLE VIE J’ai vraiment connu une belle vie Remplie de parents et d’amis J’ai été béni plus souvent qu’à mon tour Mais tout au fond de mon cœur Je sais qu’il y a plus pour moi Tellement plus q
D:\Project\Project-On\CANTIQUE D'ADORATION\J'aime l'ancienne manière.ppt	OK	2	438	211. J’AIME L’ANCIENNE MANIERE (F) J’aime l’ancienne manière de chanter, Crier, louer J’aime l’ancienne manière J’aime l’ancienne manière de chanter, prêcher, prier, J’aime l’ancienne manière. | Je chante Mon Sauveur par
D:\Project\Project-On\CANTIQUE D'ADORATION\J'aime mieux avoir Christ.ppt	OK	6	1040	553.J’AIME MIEUX AVOIR CHRIST J’aime mieux avoir Christ que l’or fabuleux J’aime mieux avoir Christ qu’un palais somptueux J’aime mieux avoir Christ que la renommé J’aime mieux qu’Il me guide par Sa main percée. | Chœur 
D:\Project\Project-On\CANTIQUE D'ADORATION\Jamais de défaites, toujours la victoire.ppt	OK	8	1135	343. JE SUIS BATI SUR LE ROC.( G ) * Je suis bâti sur le Roc Le Roc c’est le Saint Esprit Je suis dans le Saint Esprit Jamais de défaites | Chœur Jamais de défaites (x2) Je suis dans le Saint Esprit Jamais de défaites. T
D:\Project\Project-On\CANTIQUE D'ADORATION\J'attends la venue du Glorieux.ppt	OK	8	1789	468.J’ATTENDS LA VENUE DU GLORIEUX... ( G ) * J’attends la venue du glorieux et grand jour de millenium, Quand notre Seigneur béni Viendra pour chercher Son Epouse. Oh mon cœur est rempli de ravissement Comme je veille e
D:\Project\Project-On\CANTIQUE D'ADORATION\Je connais le maître du vent.ppt	OK	2	360	336.JE CONNAIS LE MAITRE DU VENT ( E ) Je connais le Maître du vent, Je connais le miracle de la pluie, Il peut calmer la tempête, Faire briller le Soleil à nouveau; Je connais le Maître du vent. | I know the master of t
D:\Project\Project-On\CANTIQUE D'ADORATION\Je dis amen amen amen.ppt	OK	6	323	210. JE DIS AMEN, AMEN, AMEN (F) Je dis : Amen, Amen, Amen (3x) Je dis Aaamen | Chantons Amen, Amen, Amen (3x) Chantons Aaamen | We say : Amen, Amen, Amen (3x) We say Aaamen (singing) | Singing : Amen, Amen, Amen (3x) Si
D:\Project\Project-On\CANTIQUE D'ADORATION\Je dis amen, amen, amen.ppt	OK	2	332	210. JE DIS AMEN, AMEN, AMEN (F) Je dis : Amen, Amen, Amen (3x) Je dis Aaamen Chantons Amen, Amen, Amen (3x) chantons Amen Aaamen We say : Amen, Amen, Amen (3x) We say Aaamen (singing) | Siti: Amen, Amen, Amen Siti: Aaam
D:\Project\Project-On\CANTIQUE D'ADORATION\Je l'ai trouvé, je l'ai trouvé.ppt	OK	4	1042	338.JE L’AI TROUVE, JE L’AI TROUVE ( E ) * Je l’ai trouvé, je l’ai trouvé, Le bonheur ineffable ! Je suis sauvé, je suis sauvé, O joie inexprimable ! Tous mes péchés sont effacés: Le sang de Christ me lave Les jours de l
D:\Project\Project-On\CANTIQUE D'ADORATION\Je l'aime chaque jour.ppt	OK	1	162	255. JE L’AIME CHAQUE JOUR ( Ab ) Je L’aime bien mieux chaque jour, Je L’aime bien mieux chaque jour, A Ses côtés je resterai, Je L’aime bien mieux chaque jour
D:\Project\Project-On\CANTIQUE D'ADORATION\Je l'aime, je l'aime.ppt	OK	2	223	242. JE L’AIME, JE L’AIME ( G ) Je L’aime, je L’aime Parce qu’Il m’a aimé le premier Et a acquit mon salut Sur le bois du Calvaire. | Nalingi Ye, nalingi Yesu Mpo alingaki ngai liboso Asombi bomoi na ngai likolo na Ekulu
D:\Project\Project-On\CANTIQUE D'ADORATION\Je louerai l'Eternel.ppt	OK	1	215	339.JE LOUERAI L’ETERNEL ( D ) Je louerai l’Eternel de tout mon cœur Je raconterai toutes ses merveilles Je chanterai Son Nom Je louerai l’Eternel De tout mon cœur Je ferai de Lui le sujet de ma joie Alléluia !
D:\Project\Project-On\CANTIQUE D'ADORATION\Je louerai mon Dieu.ppt	OK	4	538	263. JE LOUERAI MON DIEU ( E ) Je louerai mon Dieu Je louerai mon Dieu Peu importe ce que sera demain, Ce qu’Il me réserve ; je sais Je louerai mon Dieu. | Je chanterai mon Dieu Je chanterai mon Dieu Peu importe ce que s
D:\Project\Project-On\CANTIQUE D'ADORATION\Je me presse sur la route du ciel.ppt	OK	6	956	58. JE ME PRESSE SUR LA ROUTE DU CIEL ( G ) * Je me presse sur la route du Ciel, Nouvelles hauteurs, chaque jour je gagne, Sur mon chemin, je prie toujours: « Place-moi, Seigneur, aux lieux plus hauts». | Lève-moi Seigne
D:\Project\Project-On\CANTIQUE D'ADORATION\Je ne chancelle pas.ppt	OK	16	2125	134a. JE NE CHANCELLE PAS ( Ab ) *Jésus est mon Sauveur, je ne chancelle pas Son amour est faveur, je ne chancelle pas Juste comme un arbre planté près des eaux Je ne chancelle pas. | Je ne chancelle pas, je ne chancelle
D:\Project\Project-On\CANTIQUE D'ADORATION\Je ne sais pourquoi dans sa grâce.ppt	OK	8	1062	31. JE NE SAIS POURQUOI DANS SA GRACE ( F ) * Je ne sais pourquoi dans Sa grâce Jésus m’a tant aimé, Pourquoi par Son sang Il efface Ma dette, mon péché. | Mais, je sais qu’en Lui j’ai la vie, Il m’a sauvé dans Son amour
D:\Project\Project-On\CANTIQUE D'ADORATION\Je regarde au loin.ppt	OK	5	618	571. JE REGARDE AU LOIN Je regarde au loin Au-delà du Jourdain Venant m’amener à la maison Une cohorte d’anges Qui vient après moi Venant m’amener à la maison. | Descends, doux chariot Venant m’amener à la maison Descend
D:\Project\Project-On\CANTIQUE D'ADORATION\Je sais ce qu'est le sang.ppt	OK	6	773	32. JE SAIS CE QU’EST LE SANG (F) Je sais ce qu’est le sang (2x) Pour moi (Lorsque j’étais perdu A la croix Il mourut Je sais ce qu’est le sang pour moi) (2x) | Et son sang est la vie (2x) Pour moi (Tous mes péchés lavés
D:\Project\Project-On\CANTIQUE D'ADORATION\Je sais que mon Redempteur vit.ppt	OK	2	349	224. JE SAIS QUE MON REDEMPTEUR VIT (I know my redeemer lives) ( F ) Je sais mon Rédempteur vit, oui je sais mon Rédempteur vit Toute la création en témoigne, cette vie en moi déclare. Je sais mon Rédempteur vit | I know
D:\Project\Project-On\CANTIQUE D'ADORATION\Je sais qu'un jour.ppt	OK	1	203	554.JE SAIS QU’UN JOUR Je sais qu’un jour mes yeux verront Jésus Je sais qu’un jour mes yeux verront Jésus Si je marche jusqu’au bout Par la foi et malgré tout Je sais qu’un jour mes yeux verront Jésus.
D:\Project\Project-On\CANTIQUE D'ADORATION\Je serai changé.ppt	OK	1	120	341.JE SERAI CHANGE ( C ) * Je serai changé (x2) Changé du mortel à l’immortalité Grâce à la Parole parlée.
D:\Project\Project-On\CANTIQUE D'ADORATION\Je serai quelque part.ppt	OK	6	1023	135. JE SERAI QUELQUE PART ( Ab ) * Lorsque le Sauveur m’appellera, J’entendrai et je répondrai ; Lorsqu’il appelle, je répondrai ; Je serai quelque part pour entendre Mon nom. | Chœur Je serai quelque part, Je serai que
D:\Project\Project-On\CANTIQUE D'ADORATION\Je serai rajeuni à l'enlevement.ppt	OK	16	1960	342.JE SERAI RAJEUNI A L’ENLEVEMENT ! ( G ) * Je serai rajeuni à l’enlèvement Je serai rajeuni dans le millenium, Je serai rajeuni dans l’éternité | Chœur Je ne vieillirai jamais Alléluia! (x2) Alléluia, Alléluia, Amen! 
D:\Project\Project-On\CANTIQUE D'ADORATION\je sui - Copie.ppt	OK	6	668	4. A L’OUEST LE SOLEIL SE COUCHE. ( C ) *A l’Ouest le Soleil se couche Il arrive à la fin de sa course Et je vois combien ce temps est là Oh le temps du coucher du Soleil | C’est la fin (x3) de la course C’est la fin (x3
D:\Project\Project-On\CANTIQUE D'ADORATION\je sui.ppt	OK	6	668	4. A L’OUEST LE SOLEIL SE COUCHE. ( C ) *A l’Ouest le Soleil se couche Il arrive à la fin de sa course Et je vois combien ce temps est là Oh le temps du coucher du Soleil | C’est la fin (x3) de la course C’est la fin (x3
D:\Project\Project-On\CANTIQUE D'ADORATION\Je suis faible Tu es fort.ppt	OK	6	810	33. JE SUIS FAIBLE TU ES FORT (C) * Je suis faible, Tu es fort Jésus garde-moi du mal; Je serai satisfait, tous les jours Comme je marche, gardes-moi près de Toi. | Marchant toujours avec Toi Jésus exauce ma prière, Marc
D:\Project\Project-On\CANTIQUE D'ADORATION\Je suis heureux ce soir.ppt	OK	2	370	469.JE SUIS HEUREUX CE SOIR ( F ) Je suis heureux ce soir Si, heureux ce soir Avec Jésus mon Sauveur; Je suis heureux ce soir Il a pris mes péchés, Oui, tous mes péchés, Voila pourquoi je suis heureux | I am happy to nig
D:\Project\Project-On\CANTIQUE D'ADORATION\Je suis marqué.ppt	OK	4	1101	136. JE SUIS MARQUE ( G ) * J’ai perdu mon nom depuis que J’ai cessé de pécher, Tant d’amis m’ont quitté depuis que J’ai reçu mon Sauveur ; Jadis souriants, maintenant ils me Passent comme un inconnu ; Disant que je suis
D:\Project\Project-On\CANTIQUE D'ADORATION\Je suis né pour te louer.ppt	OK	1	256	345.JE SUIS NE POUR TE LOUER ( D ) Je suis né pour Te louer, Je suis né pour adorer Ton Nom; En toutes circonstances Apprendre à Te dire merci. Je suis né pour T’aimer Je suis né pour glorifier Ton Nom Obéir à Ta loi, je
D:\Project\Project-On\CANTIQUE D'ADORATION\Je suis tien Seigneur.ppt	OK	8	1247	470.JE SUIS TIEN, SEIGNEUR ( F ) Je suis Tien, Seigneur, j’ai saisis Ta voix, Me parlant de Ton amour; Mon ardent désir: Grandir dans la foi Et être plus prés de Toi. | Chœur Attire-moi plus près, Seigneur Beni, De la cr
D:\Project\Project-On\CANTIQUE D'ADORATION\Je t'aime tant.ppt	OK	3	470	375a. JE T’AIME TANT Mon cœur te chante plein de gratitude, Et quand je pense à Toi, ma louange déborde Car je T’aime tant, Jésus ! Oui, je T’aime tant ! | Seigneur, je T’aime, mon âme chante, Là dans Ta présence, porté 
D:\Project\Project-On\CANTIQUE D'ADORATION\Je te prie Seigneur, je cherche ton trône.ppt	OK	2	346	JE TE PRIE SEIGNEUR Je prie Seigneur Je cherche ton trône Je te prie Seigneur Fais connaître ta gloire Je cherche ta face De tout mon cœur Je te prie Seigneur Montres-moi ta gloire | I BE SEARCH LORD I be search Lord I s
D:\Project\Project-On\CANTIQUE D'ADORATION\Je vais a la terre promise.ppt	OK	8	865	137. JE VAIS A LA TERRE PROMISE ( F ) * Aux rebords du Jourdain, je me tiens, Mes yeux se portent au loin, Vers le beau pays de Canaan, Où se trouve mon trésor. | Je vais à la terre promise (x2) Oh! Qui veut venir avec m
D:\Project\Project-On\CANTIQUE D'ADORATION\Je veux chanter louer mon Dieu.ppt	OK	3	771	138. JE VEUX CHANTER, LOUER MON DIEU ( Ab ) Je veux chanter, louer mon Dieu, Dans tous les temps, dans tous les lieux Que dans ma vie tout glorifie Le Nom puissant d’Emmanuel ! Alléluia ! Alléluia ! Avec les anges dans l
